built-in method keys of dict object at 0x7f97449f5c58
1000.0011431846423, 22.695375295731917, 0.0, 1500.0, 0.0, 0.7, 5.020877022154343, 6.0, 10.428505264685315, 70.0, 0.7999978546862649
